NCBI GeneID	Symbol	Description
55839	CENPN	centromere protein N
55843	ARHGAP15	Rho GTPase activating protein 15
55844	PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta
55845	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex
55854	ZC3H15	zinc finger CCCH-type containing 15
55856	ACOT13	acyl-CoA thioesterase 13
55859	BEX1	brain expressed X-linked 1
55863	TMEM126B	transmembrane protein 126B
55885	LMO3	LIM domain only 3
55892	MYNN	myoneurin
55893	ZNF395	zinc finger protein 395
55901	THSD1	thrombospondin type 1 domain containing 1
55905	RNF114	ring finger protein 114
55906	ZC4H2	zinc finger C4H2-type containing
55907	CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase
55930	MYO5C	myosin VC
5596	MAPK4	mitogen-activated protein kinase 4
55964	SEPTIN3	septin 3
55967	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12
55970	GNG12	G protein subunit gamma 12
55975	KLHL7	kelch like family member 7
56	ACRV1	acrosomal vesicle protein 1
56001	NXF2	nuclear RNA export factor 2
56005	MYDGF	myeloid derived growth factor
56006	SMG9	SMG9 nonsense mediated mRNA decay factor
56052	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
5612	THAP12	THAP domain containing 12
5613	PRKX	protein kinase cAMP-dependent X-linked catalytic subunit
56154	TEX15	testis expressed 15, meiosis and synapsis associated
56164	STK31	serine/threonine kinase 31
56165	TDRD1	tudor domain containing 1
56169	GSDMC	gasdermin C
56241	SUSD2	sushi domain containing 2
56243	KIAA1217	KIAA1217
56252	YLPM1	YLP motif containing 1
56253	CRTAM	cytotoxic and regulatory T cell molecule
56301	SLC7A10	solute carrier family 7 member 10
56341	PRMT8	protein arginine methyltransferase 8
56342	PPAN	peter pan homolog
5635	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1
56475	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog
5651	TMPRSS15	transmembrane serine protease 15
56521	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
56605	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
56658	TRIM39	tripartite motif containing 39
56666	PANX2	pannexin 2
56704	JPH1	junctophilin 1
56776	FMN2	formin 2
5678	PSG9	pregnancy specific beta-1-glycoprotein 9
56832	IFNK	interferon kappa
56834	GPR137	G protein-coupled receptor 137
56850	GRIPAP1	GRIP1 associated protein 1
56853	CELF4	CUGBP Elav-like family member 4
56889	TM9SF3	transmembrane 9 superfamily member 3
56893	UBQLN4	ubiquilin 4
56898	BDH2	3-hydroxybutyrate dehydrogenase 2
56901	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2
56902	PNO1	partner of NOB1 homolog
56904	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2
56907	SPIRE1	spire type actin nucleation factor 1
56910	STARD7	StAR related lipid transfer domain containing 7
56919	DHX33	DEAH-box helicase 33
56923	NMUR2	neuromedin U receptor 2
56925	LXN	latexin
56926	NCLN	nicalin
56934	CA10	carbonic anhydrase 10
56941	HMCES	5-hydroxymethylcytosine binding, ES cell specific
56944	OLFML3	olfactomedin like 3
570	BAAT	bile acid-CoA:amino acid N-acyltransferase
57003	CCDC47	coiled-coil domain containing 47
57010	CABP4	calcium binding protein 4
57026	PDXP	pyridoxal phosphatase
57038	RARS2	arginyl-tRNA synthetase 2, mitochondrial
57045	TWSG1	twisted gastrulation BMP signaling modulator 1
57048	PLSCR3	phospholipid scramblase 3
57050	UTP3	UTP3 small subunit processome component
57054	DAZ3	deleted in azoospermia 3
57060	PCBP4	poly(rC) binding protein 4
57084	SLC17A6	solute carrier family 17 member 6
57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
57092	PCNP	PEST proteolytic signal containing nuclear protein
57094	CPA6	carboxypeptidase A6
57099	AVEN	apoptosis and caspase activation inhibitor
57101	ANO2	anoctamin 2
57109	REXO4	REX4 homolog, 3'-5' exonuclease
57113	TRPC7	transient receptor potential cation channel subfamily C member 7
57125	PLXDC1	plexin domain containing 1
57128	LYRM4	LYR motif containing 4
57135	DAZ4	deleted in azoospermia 4
57136	APMAP	adipocyte plasma membrane associated protein
57148	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta
57181	SLC39A10	solute carrier family 39 member 10
57187	THOC2	THO complex subunit 2
57188	ADAMTSL3	ADAMTS like 3
57194	ATP10A	ATPase phospholipid transporting 10A (putative)
57222	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
57231	SNX14	sorting nexin 14
5738	PTGFRN	prostaglandin F2 receptor inhibitor
57381	RHOJ	ras homolog family member J
57393	CLTRN	collectrin, amino acid transport regulator
57405	SPC25	SPC25 component of NDC80 kinetochore complex
57406	ABHD6	abhydrolase domain containing 6, acylglycerol lipase
57407	NMRAL1	NmrA like redox sensor 1
57414	RHBDD2	rhomboid domain containing 2
57449	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
5746	PTH2R	parathyroid hormone 2 receptor
57460	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
57462	MYORG	myogenesis regulating glycosidase (putative)
57466	SCAF4	SR-related CTD associated factor 4
57472	CNOT6	CCR4-NOT transcription complex subunit 6
57473	ZNF512B	zinc finger protein 512B
57486	NLN	neurolysin
57488	ESYT2	extended synaptotagmin 2
57493	HEG1	heart development protein with EGF like domains 1
57512	GPR158	G protein-coupled receptor 158
57514	ARHGAP31	Rho GTPase activating protein 31
57520	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
57522	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
57530	CGN	cingulin
57532	NUFIP2	nuclear FMR1 interacting protein 2
57535	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
57538	ALPK3	alpha kinase 3
57545	CC2D2A	coiled-coil and C2 domain containing 2A
57552	NCEH1	neutral cholesterol ester hydrolase 1
57553	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
57554	LRRC7	leucine rich repeat containing 7
57555	NLGN2	neuroligin 2
57559	STAMBPL1	STAM binding protein like 1
57568	SIPA1L2	signal induced proliferation associated 1 like 2
57572	DOCK6	dedicator of cytokinesis 6
57576	KIF17	kinesin family member 17
57584	ARHGAP21	Rho GTPase activating protein 21
57586	SYT13	synaptotagmin 13
57592	ZNF687	zinc finger protein 687
57606	SLAIN2	SLAIN motif family member 2
57608	JCAD	junctional cadherin 5 associated
57610	RANBP10	RAN binding protein 10
57616	TSHZ3	teashirt zinc finger homeobox 3
57617	VPS18	VPS18 core subunit of CORVET and HOPS complexes
57621	ZBTB2	zinc finger and BTB domain containing 2
57623	ZFAT	zinc finger and AT-hook domain containing
5763	PTMS	parathymosin
57630	SH3RF1	SH3 domain containing ring finger 1
57644	MYH7B	myosin heavy chain 7B
57647	DHX37	DEAH-box helicase 37
57654	UVSSA	UV stimulated scaffold protein A
57658	CALCOCO1	calcium binding and coiled-coil domain 1
57659	ZBTB4	zinc finger and BTB domain containing 4
57661	PHRF1	PHD and ring finger domains 1
57662	CAMSAP3	calmodulin regulated spectrin associated protein family member 3
57669	EPB41L5	erythrocyte membrane protein band 4.1 like 5
57670	KIAA1549	KIAA1549
57673	BEND3	BEN domain containing 3
57678	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
57690	TNRC6C	trinucleotide repeat containing adaptor 6C
57695	USP37	ubiquitin specific peptidase 37
57698	SHTN1	shootin 1
577	ADGRB3	adhesion G protein-coupled receptor B3
57703	CWC22	CWC22 spliceosome associated protein homolog
57708	MIER1	MIER1 transcriptional regulator
57727	NCOA5	nuclear receptor coactivator 5
57728	WDR19	WD repeat domain 19
57731	SPTBN4	spectrin beta, non-erythrocytic 4
5775	PTPN4	protein tyrosine phosphatase non-receptor type 4
57794	SUGP1	SURP and G-patch domain containing 1
57798	GATAD1	GATA zinc finger domain containing 1
57804	POLD4	DNA polymerase delta 4, accessory subunit
57819	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
57826	RAP2C	RAP2C, member of RAS oncogene family
57829	ZP4	zona pellucida glycoprotein 4
57835	SLC4A5	solute carrier family 4 member 5
57863	CADM3	cell adhesion molecule 3
579	NKX3-2	NK3 homeobox 2
5790	PTPRCAP	protein tyrosine phosphatase receptor type C associated protein
5794	PTPRH	protein tyrosine phosphatase receptor type H
5814	PURB	purine rich element binding protein B
58190	CTDSP1	CTD small phosphatase 1
5822	PWP2	PWP2 small subunit processome component
5833	PCYT2	phosphate cytidylyltransferase 2, ethanolamine
58476	TP53INP2	tumor protein p53 inducible nuclear protein 2
58487	CREBZF	CREB/ATF bZIP transcription factor
58488	PCTP	phosphatidylcholine transfer protein
58499	ZNF462	zinc finger protein 462
58504	ARHGAP22	Rho GTPase activating protein 22
58506	SCAF1	SR-related CTD associated factor 1
58509	CACTIN	cactin, spliceosome C complex subunit
58512	DLGAP3	DLG associated protein 3
58515	SELENOK	selenoprotein K
58516	SINHCAF	SIN3-HDAC complex associated factor
58525	WIZ	WIZ zinc finger
5865	RAB3B	RAB3B, member RAS oncogene family
5871	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
5875	RABGGTA	Rab geranylgeranyltransferase subunit alpha
5876	RABGGTB	Rab geranylgeranyltransferase subunit beta
5877	RABIF	RAB interacting factor
5891	MOK	MOK protein kinase
5922	RASA2	RAS p21 protein activator 2
5924	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
5926	ARID4A	AT-rich interaction domain 4A
59286	UBL5	ubiquitin like 5
59335	PRDM12	PR/SET domain 12
59338	PLEKHA1	pleckstrin homology domain containing A1
59349	KLHL12	kelch like family member 12
59352	LGR6	leucine rich repeat containing G protein-coupled receptor 6
5937	RBMS1	RNA binding motif single stranded interacting protein 1
594857	NPS	neuropeptide S
5991	RFX3	regulatory factor X3
5992	RFX4	regulatory factor X4
6002	RGS12	regulator of G protein signaling 12
60343	FAM3A	FAM3 metabolism regulating signaling molecule A
6038	RNASE4	ribonuclease A family member 4
60401	EDA2R	ectodysplasin A2 receptor
60488	MRPS35	mitochondrial ribosomal protein S35
6049	RNF6	ring finger protein 6
605	BCL7A	BAF chromatin remodeling complex subunit BCL7A
60509	AGBL5	AGBL carboxypeptidase 5
6051	RNPEP	arginyl aminopeptidase
60626	RIC8A	RIC8 guanine nucleotide exchange factor A
60672	MIIP	migration and invasion inhibitory protein
60684	TRAPPC11	trafficking protein particle complex subunit 11
6094	ROM1	retinal outer segment membrane protein 1
6100	RP9	RP9 pre-mRNA splicing factor
6150	MRPL23	mitochondrial ribosomal protein L23
6166	RPL36AL	ribosomal protein L36a like
6167	RPL37	ribosomal protein L37
6168	RPL37A	ribosomal protein L37a
6170	RPL39	ribosomal protein L39
6171	RPL41	ribosomal protein L41
6173	RPL36A	ribosomal protein L36a
6182	MRPL12	mitochondrial ribosomal protein L12
6183	MRPS12	mitochondrial ribosomal protein S12
6192	RPS4Y1	ribosomal protein S4 Y-linked 1
622	BDH1	3-hydroxybutyrate dehydrogenase 1
6234	RPS28	ribosomal protein S28
6235	RPS29	ribosomal protein S29
6248	RSC1A1	regulator of solute carriers 1
6253	RTN2	reticulon 2
6274	S100A3	S100 calcium binding protein A3
6276	S100A5	S100 calcium binding protein A5
6291	SAA4	serum amyloid A4, constitutive
6293	VPS52	VPS52 subunit of GARP complex
6302	TSPAN31	tetraspanin 31
6309	SC5D	sterol-C5-desaturase
631	BFSP1	beaded filament structural protein 1
6327	SCN2B	sodium voltage-gated channel beta subunit 2
6332	SCN7A	sodium voltage-gated channel alpha subunit 7
6358	CCL14	C-C motif chemokine ligand 14
63827	BCAN	brevican
63876	PKNOX2	PBX/knotted 1 homeobox 2
6388	SDF2	stromal cell derived factor 2
63891	RNF123	ring finger protein 123
63894	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
63898	SH2D4A	SH2 domain containing 4A
63901	FAM111A	FAM111 trypsin like peptidase A
63910	SLC17A9	solute carrier family 17 member 9
63915	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5
63916	ELMO2	engulfment and cell motility 2
63922	CHTF18	chromosome transmission fidelity factor 18
63923	TNN	tenascin N
63925	ZNF335	zinc finger protein 335
63928	CHP2	calcineurin like EF-hand protein 2
63929	XPNPEP3	X-prolyl aminopeptidase 3
63932	STEEP1	STING1 ER exit protein 1
63935	PCIF1	phosphorylated CTD interacting factor 1
63940	GPSM3	G protein signaling modulator 3
63943	FKBPL	FKBP prolyl isomerase like
6397	SEC14L1	SEC14 like lipid binding 1
63970	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
63971	KIF13A	kinesin family member 13A
63973	NEUROG2	neurogenin 2
63982	ANO3	anoctamin 3
64005	MYO1G	myosin IG
64073	C19orf33	chromosome 19 open reading frame 33
64084	CLSTN2	calsyntenin 2
64089	SNX16	sorting nexin 16
64090	GAL3ST2	galactose-3-O-sulfotransferase 2
64092	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
64093	SMOC1	SPARC related modular calcium binding 1
64100	ELSPBP1	epididymal sperm binding protein 1
64112	MOAP1	modulator of apoptosis 1
64114	TMBIM1	transmembrane BAX inhibitor motif containing 1
64123	ADGRL4	adhesion G protein-coupled receptor L4
64129	TINAGL1	tubulointerstitial nephritis antigen like 1
64130	LIN7B	lin-7 homolog B, crumbs cell polarity complex component
64145	RBSN	rabenosyn, RAB effector
64146	PDF	peptide deformylase, mitochondrial
6415	SELENOW	selenoprotein W
641700	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
64207	IRF2BPL	interferon regulatory factor 2 binding protein like
64216	TFB2M	transcription factor B2, mitochondrial
64219	PJA1	praja ring finger ubiquitin ligase 1
64231	MS4A6A	membrane spanning 4-domains A6A
642574	IQANK1	IQ motif and ankyrin repeat containing 1
642658	SCX	scleraxis bHLH transcription factor
64282	TENT4B	terminal nucleotidyltransferase 4B
64284	RAB17	RAB17, member RAS oncogene family
64285	RHBDF1	rhomboid 5 homolog 1
64318	NOC3L	NOC3 like DNA replication regulator
64319	FBRS	fibrosin
64328	XPO4	exportin 4
64343	AZI2	5-azacytidine induced 2
64400	AKTIP	AKT interacting protein
64411	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
64419	MTMR14	myotubularin related protein 14
64425	POLR1E	RNA polymerase I subunit E
64426	SUDS3	SDS3 homolog, SIN3A corepressor complex component
64432	MRPS25	mitochondrial ribosomal protein S25
64434	NOM1	nucleolar protein with MIF4G domain 1
64499	TPSB2	tryptase beta 2
6451	SH3BGRL	SH3 domain binding glutamate rich protein like
64599	GIGYF1	GRB10 interacting GYF protein 1
64601	VPS16	VPS16 core subunit of CORVET and HOPS complexes
64641	EBF2	EBF transcription factor 2
64663	SPANXC	SPANX family member C
6468	FBXW4	F-box and WD repeat domain containing 4
646960	PRSS56	serine protease 56
64708	COPS7B	COP9 signalosome subunit 7B
64757	MTARC1	mitochondrial amidoxime reducing component 1
64764	CREB3L2	cAMP responsive element binding protein 3 like 2
64769	MEAF6	MYST/Esa1 associated factor 6
64771	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains
64772	ENGASE	endo-beta-N-acetylglucosaminidase
64786	TBC1D15	TBC1 domain family member 15
64788	LMF1	lipase maturation factor 1
6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
64834	ELOVL1	ELOVL fatty acid elongase 1
64837	KLC2	kinesin light chain 2
64844	MARCHF7	membrane associated ring-CH-type finger 7
64849	SLC13A3	solute carrier family 13 member 3
64855	NIBAN2	niban apoptosis regulator 2
64856	VWA1	von Willebrand factor A domain containing 1
64857	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
64881	PCDH20	protocadherin 20
64924	SLC30A5	solute carrier family 30 member 5
64943	NT5DC2	5'-nucleotidase domain containing 2
64949	MRPS26	mitochondrial ribosomal protein S26
64965	MRPS9	mitochondrial ribosomal protein S9
64968	MRPS6	mitochondrial ribosomal protein S6
64969	MRPS5	mitochondrial ribosomal protein S5
64975	MRPL41	mitochondrial ribosomal protein L41
64976	MRPL40	mitochondrial ribosomal protein L40
64978	MRPL38	mitochondrial ribosomal protein L38
65003	MRPL11	mitochondrial ribosomal protein L11
65080	MRPL44	mitochondrial ribosomal protein L44
65083	NOL6	nucleolar protein 6
6511	SLC1A6	solute carrier family 1 member 6
65110	UPF3A	UPF3A regulator of nonsense mediated mRNA decay
65123	INTS3	integrator complex subunit 3
65220	NADK	NAD kinase
65244	SPATS2	spermatogenesis associated serine rich 2
65264	UBE2Z	ubiquitin conjugating enzyme E2 Z
6527	SLC5A4	solute carrier family 5 member 4
652968	CASTOR1	cytosolic arginine sensor for mTORC1 subunit 1
653247	PRB2	proline rich protein BstNI subfamily 2
6538	SLC6A11	solute carrier family 6 member 11
6539	SLC6A12	solute carrier family 6 member 12
6540	SLC6A13	solute carrier family 6 member 13
6543	SLC8A2	solute carrier family 8 member A2
6553	SLC9A5	solute carrier family 9 member A5
656	BMP8B	bone morphogenetic protein 8b
6585	SLIT1	slit guidance ligand 1
65975	STK33	serine/threonine kinase 33
65980	BRD9	bromodomain containing 9
65986	ZBTB10	zinc finger and BTB domain containing 10
65992	DDRGK1	DDRGK domain containing 1
65993	MRPS34	mitochondrial ribosomal protein S34
66004	LYNX1	Ly6/neurotoxin 1
66005	CHID1	chitinase domain containing 1
66008	TRAK2	trafficking kinesin protein 2
6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
66036	MTMR9	myotubularin related protein 9
66037	BOLL	boule homolog, RNA binding protein
6604	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
661	POLR3D	RNA polymerase III subunit D
6618	SNAPC2	small nuclear RNA activating complex polypeptide 2
662	BNIP1	BCL2 interacting protein 1
6621	SNAPC4	small nuclear RNA activating complex polypeptide 4
663	BNIP2	BCL2 interacting protein 2
6641	SNTB1	syntrophin beta 1
6665	SOX15	SRY-box transcription factor 15
6674	SPAG1	sperm associated antigen 1
6675	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
6676	SPAG4	sperm associated antigen 4
6677	SPAM1	sperm adhesion molecule 1
6691	SPINK2	serine peptidase inhibitor Kazal type 2
6694	SPP2	secreted phosphoprotein 2
6698	SPRR1A	small proline rich protein 1A
6699	SPRR1B	small proline rich protein 1B
670	BPHL	biphenyl hydrolase like
6700	SPRR2A	small proline rich protein 2A
6723	SRM	spermidine synthase
6734	SRPRA	SRP receptor subunit alpha
6744	ITPRID2	ITPR interacting domain containing 2
6747	SSR3	signal sequence receptor subunit 3
6758	SSX5	SSX family member 5
6759	SSX4	SSX family member 4
676	BRDT	bromodomain testis associated
6764	DENND2B	DENN domain containing 2B
6782	HSPA13	heat shock protein family A (Hsp70) member 13
6787	NEK4	NIMA related kinase 4
6793	STK10	serine/threonine kinase 10
680	BRS3	bombesin receptor subtype 3
6814	STXBP3	syntaxin binding protein 3
6819	SULT1C2	sulfotransferase family 1C member 2
6837	MED22	mediator complex subunit 22
6843	VAMP1	vesicle associated membrane protein 1
6847	SYCP1	synaptonemal complex protein 1
6856	SYPL1	synaptophysin like 1
6860	SYT4	synaptotagmin 4
6871	TADA2A	transcriptional adaptor 2A
6882	TAF11	TATA-box binding protein associated factor 11
6884	TAF13	TATA-box binding protein associated factor 13
